equipment_id,timestamp,temperature,pressure,vibration,voltage,current,rpm,flow_rate,runtime_hours,maintenance_count,failure,equipment_code,temp_change_1h,press_change_1h,vib_change_1h,current_change_1h,vib_roll_mean_3h,vib_roll_std_3h,temp_roll_mean_3h,temp_roll_std_3h,vib_roll_mean_6h,vib_roll_std_6h,temp_roll_mean_6h,temp_roll_std_6h,temp_trend_3h_6h,vib_trend_3h_6h,voltage_dev,rpm_dev,flow_rate_dev,power_watts,thermal_strain_index,runtime_since_maint,maintenance_freq,vib_expanding_mean,temp_expanding_mean,vib_expanding_ratio
EQ_101,2026-01-01 00:00:00,72.52,12.35,0.838,219.96,15.37,3234.4,41.9,999.9,4,0,0,0.0,0.0,0.0,0.0,0.838,0.0,72.52,0.0,0.838,0.0,72.52,0.0,0.0,0.0,0.03999999999999204,-34.40000000000009,3.1000000000000014,3380.7852,60.77175999999999,199.98,4.0003600324029165,0.838,72.52,0.9999880669681747
EQ_101,2026-01-01 01:00:00,73.82,12.37,0.758,220.0,14.17,3224.3,44.23,1000.9,4,0,0,1.2999999999999972,0.019999999999999574,-0.07999999999999996,-1.1999999999999993,0.798,0.05656854249492382,73.16999999999999,0.9192388155425147,0.798,0.05656854249492382,73.16999999999999,0.9192388155425147,0.0,0.0,0.0,-24.300000000000182,0.7700000000000031,3117.4,55.95556,200.18,3.9963633093884567,0.798,73.16999999999999,0.94986278367439
EQ_101,2026-01-01 02:00:00,72.75,12.27,0.827,220.78,14.09,3195.1,43.59,1001.9,4,0,0,-1.0699999999999932,-0.09999999999999964,0.06899999999999995,-0.08000000000000007,0.8076666666666666,0.0433628104870214,73.02999999999999,0.6937578828380967,0.8076666666666666,0.0433628104870214,73.02999999999999,0.6937578828380967,0.0,0.0,0.7800000000000011,4.900000000000091,1.4099999999999966,3110.7902,60.164249999999996,200.38,3.992374564581649,0.8076666666666666,73.02999999999999,1.0239245902857166
EQ_101,2026-01-01 03:00:00,72.17,12.73,0.849,219.2,13.27,3210.1,43.63,1002.9,4,0,0,-0.5799999999999983,0.46000000000000085,0.02200000000000002,-0.8200000000000003,0.8113333333333332,0.04747982027486343,72.91333333333334,0.8370384300217804,0.818,0.04099593475781064,72.815,0.7111727403849653,0.09833333333334338,-0.00666666666666671,0.8000000000000114,-10.099999999999909,1.3699999999999974,2908.7839999999997,61.27233,200.57999999999998,3.9883937741173185,0.818,72.815,1.0378846224373786
EQ_101,2026-01-01 04:00:00,73.49,11.72,0.645,218.22,14.34,3204.0,45.08,1003.9,4,0,0,1.3199999999999932,-1.0099999999999998,-0.20399999999999996,1.0700000000000003,0.7736666666666666,0.11197023413985227,72.80333333333334,0.6616141876753613,0.7834,0.08512520190871793,72.95,0.6858935777509468,-0.14666666666666117,-0.009733333333333372,1.7800000000000011,-4.0,-0.0799999999999983,3129.2748,47.40105,200.78,3.9844209142253786,0.7834,72.95,0.823323674704178
EQ_101,2026-01-01 05:00:00,70.9,12.39,0.951,220.47,14.27,3158.2,45.06,1004.9,4,0,0,-2.589999999999989,0.6699999999999999,0.30599999999999994,-0.07000000000000028,0.815,0.15580757362849854,72.18666666666667,1.29508043508243,0.8113333333333334,0.10236535872387036,72.60833333333333,1.0376784987011434,-0.42166666666666686,0.003666666666666596,0.46999999999999886,41.80000000000018,-0.060000000000002274,3146.1068999999998,67.4259,200.98,3.980455961230359,0.8113333333333334,72.60833333333333,1.1721301709510565
EQ_101,2026-01-01 06:00:00,70.85,11.73,0.87,218.42,14.58,3228.5,44.55,1005.9,4,0,0,-0.05000000000001137,-0.6600000000000001,-0.08099999999999996,0.3100000000000005,0.8220000000000001,0.1585465231406857,71.74666666666667,1.5099779247834342,0.8166666666666665,0.10483638045386087,72.33,1.2651482126612663,-0.5833333333333286,0.005333333333333523,1.5800000000000125,-28.5,0.45000000000000284,3184.5636,61.6395,201.18,3.976498891550934,0.8197142857142856,72.35714285714286,1.0613324689311914
EQ_101,2026-01-01 07:00:00,73.82,12.21,0.913,219.41,13.58,3226.2,45.57,1006.9,4,0,0,2.969999999999999,0.4800000000000004,0.04300000000000004,-1.0,0.9113333333333333,0.04052571200279293,71.85666666666667,1.7004803243005446,0.8424999999999999,0.10657157219446467,72.33,1.2651482126612663,-0.47333333333332916,0.06883333333333341,0.5900000000000034,-26.199999999999818,-0.5700000000000003,2979.5878,67.39766,201.38,3.9725496816994568,0.831375,72.53999999999999,1.0981675156515935
EQ_101,2026-01-01 08:00:00,73.65,11.61,0.846,219.66,14.57,3214.3,43.56,1007.9,4,0,0,-0.1699999999999875,-0.6000000000000014,-0.06700000000000006,0.9900000000000002,0.8763333333333333,0.0339460356055509,72.77333333333333,1.6678229322483038,0.8456666666666667,0.10630083097825087,72.48,1.373608386695423,0.29333333333332234,0.03066666666666662,0.3400000000000034,-14.300000000000182,1.4399999999999977,3200.4462,62.307900000000004,201.57999999999998,3.968608308281493,0.833,72.66333333333334,1.0155940504915908
EQ_101,2026-01-01 09:00:00,72.09,12.03,0.846,217.71,13.98,3194.4,45.3,1008.9,4,0,0,-1.5600000000000023,0.41999999999999993,0.0,-0.5899999999999999,0.8683333333333333,0.038682468035704916,73.18666666666667,0.953537274223361,0.8451666666666666,0.10628907124754952,72.46666666666667,1.3776017808738013,0.7199999999999989,0.02316666666666667,2.289999999999992,5.599999999999909,-0.29999999999999716,3043.5858000000003,60.98814,201.78,3.9646747479953612,0.8343,72.606,1.0140115784300798
EQ_101,2026-01-01 10:00:00,72.16,12.45,0.889,223.21,15.5,3216.5,44.63,1009.9,4,0,0,0.06999999999999318,0.41999999999999993,0.04300000000000004,1.5199999999999996,0.8603333333333333,0.024826061575153945,72.63333333333333,0.8811545456577394,0.8858333333333334,0.041033725966169145,72.24499999999999,1.2838185230008166,0.3883333333333354,-0.025500000000000078,3.210000000000008,-16.5,0.36999999999999744,3459.755,64.15024,201.98,3.96074897763167,0.8392727272727272,72.56545454545454,1.0592378123744195
EQ_101,2026-01-01 11:00:00,74.18,12.24,0.743,219.16,13.08,3187.3,45.09,1010.9,4,0,0,2.0200000000000102,-0.20999999999999908,-0.14600000000000002,-2.42,0.826,0.07502666192761076,72.81,1.1869709347747184,0.8511666666666667,0.05892848773442829,72.79166666666667,1.2948423327442955,0.01833333333333087,-0.02516666666666678,0.8400000000000034,12.699999999999818,-0.09000000000000341,2866.6128,55.11574,202.18,3.956830974072865,0.8312499999999999,72.7,0.8938238336982414
EQ_101,2026-01-01 12:00:00,73.97,12.18,0.887,217.82,13.5,3183.3,43.02,1011.9,4,0,0,-0.21000000000000796,-0.0600000000000005,0.14400000000000002,0.41999999999999993,0.8396666666666667,0.08372176140844943,73.43666666666667,1.1106004382014822,0.8540000000000001,0.06040529778090659,73.31166666666667,0.9358507715798987,0.125,-0.01433333333333342,2.180000000000007,16.699999999999818,1.9799999999999969,2940.5699999999997,65.61139,202.38,3.9529207142927727,0.8355384615384616,72.7976923076923,1.0615781619258837
EQ_101,2026-01-01 13:00:00,76.63,11.92,0.754,219.06,13.74,3143.6,45.6,1012.9,4,0,0,2.6599999999999966,-0.2599999999999998,-0.133,0.2400000000000002,0.7946666666666667,0.08015193904911676,74.92666666666668,1.4788621752324806,0.8275,0.06410850177628545,73.78,1.6622875804144168,1.1466666666666754,-0.03283333333333327,0.9399999999999977,56.40000000000009,-0.6000000000000014,3009.8844,57.779019999999996,202.57999999999998,3.949018175356152,0.8297142857142857,73.07142857142857,0.9087356040819068
EQ_101,2026-01-01 14:00:00,72.09,11.95,0.906,221.29,13.85,3193.8,45.57,1013.9,4,0,0,-4.539999999999992,0.02999999999999936,0.15200000000000002,0.10999999999999943,0.8490000000000001,0.08281907992727279,74.23,2.281140065844266,0.8375,0.07179066791721608,73.52,1.8027534495876059,0.710000000000008,0.011500000000000066,1.289999999999992,6.199999999999818,-0.5700000000000003,3064.8664999999996,65.31354,202.78,3.9451233344182417,0.8348,73.006,1.0852768893520683
EQ_101,2026-01-01 15:00:00,71.39,11.28,0.938,223.02,15.19,3190.6,43.65,1014.9,4,0,0,-0.7000000000000028,-0.6699999999999999,0.03199999999999992,1.3399999999999999,0.866,0.09830564581955603,73.36999999999999,2.844855005092519,0.8528333333333333,0.08292989006785591,73.40333333333332,1.9318350516197502,-0.03333333333333144,0.01316666666666666,3.0200000000000102,9.400000000000091,1.3500000000000014,3387.6738,66.96382,202.98,3.9412361687243203,0.8412499999999999,72.905,1.1149941754035615
EQ_101,2026-01-01 16:00:00,72.94,12.84,0.816,220.11,14.61,3209.5,44.36,1015.9,4,0,0,1.5499999999999972,1.5600000000000005,-0.122,-0.5800000000000001,0.8866666666666667,0.06325609325063737,72.14,0.7762087348129588,0.8406666666666666,0.08191133417706407,73.53333333333335,1.8561968286436328,-1.393333333333345,0.04600000000000015,0.11000000000001364,-9.5,0.6400000000000006,3215.8071,59.51904,203.18,3.9373566556092565,0.839764705882353,72.90705882352941,0.9716891855448625
EQ_101,2026-01-01 17:00:00,71.66,12.11,0.888,220.86,13.44,3182.5,45.43,1016.9,4,0,0,-1.2800000000000011,-0.7300000000000004,0.07200000000000006,-1.17,0.8806666666666666,0.061329710037903565,71.99666666666666,0.8280297901242827,0.8648333333333333,0.06744602780495432,73.11333333333333,1.9626580615753417,-1.1166666666666742,0.015833333333333255,0.8600000000000136,17.5,-0.4299999999999997,2968.3584,63.63408,203.38,3.9334847724970747,0.8424444444444444,72.83777777777777,1.0540629298781734
EQ_101,2026-01-01 18:00:00,72.93,12.53,0.919,219.88,15.14,3217.8,44.54,1017.9,4,0,0,1.2700000000000102,0.41999999999999993,0.031000000000000028,1.700000000000001,0.8743333333333334,0.052842533373536636,72.51,0.7361385739111564,0.8701666666666666,0.07073448004097205,72.94,1.917268890896634,-0.4299999999999926,0.004166666666666763,0.12000000000000455,-17.800000000000182,0.46000000000000085,3328.9832,67.02267,203.57999999999998,3.9296204969005113,0.8464736842105263,72.84263157894736,1.0856677064686795
EQ_101,2026-01-01 19:00:00,71.37,12.03,0.778,219.8,15.14,3197.5,44.84,1018.9,4,0,0,-1.5600000000000023,-0.5,-0.14100000000000001,0.0,0.8616666666666667,0.0740967835559232,71.98666666666666,0.8297188278768126,0.8741666666666666,0.06312025559728568,72.06333333333333,0.7234823195259703,-0.07666666666666799,-0.012499999999999956,0.19999999999998863,2.5,0.1599999999999966,3327.7720000000004,55.52586000000001,203.78,3.9257638064205866,0.8430500000000001,72.769,0.9228287429127227
EQ_101,2026-01-01 20:00:00,72.38,11.94,0.885,220.49,13.97,3222.6,45.19,1019.9,4,0,0,1.009999999999991,-0.08999999999999986,0.10699999999999998,-1.17,0.8606666666666668,0.07358215363342752,72.22666666666667,0.7912226825194458,0.8706666666666666,0.06156514165229114,72.11166666666666,0.7352119875700328,0.1150000000000091,-0.009999999999999787,0.4900000000000091,-22.59999999999991,-0.18999999999999773,3080.2453,64.0563,203.98,3.9219146787461634,0.8450476190476189,72.75047619047619,1.0472658669090473
EQ_101,2026-01-01 21:00:00,75.25,11.89,0.732,215.46,13.56,3195.8,43.95,1020.9,4,0,0,2.8700000000000045,-0.049999999999998934,-0.15300000000000002,-0.41000000000000014,0.7983333333333333,0.07850053078376815,73.0,2.0129331831931063,0.8363333333333333,0.0729017603811229,72.755,1.3818646822319522,0.24500000000000455,-0.03799999999999992,4.539999999999992,4.199999999999818,1.0499999999999972,2921.6376,55.083,204.18,3.918073091653525,0.8399090909090909,72.8640909090909,0.8715125158159174
